,1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,EnclosedPorch,ExterCond,ExterQual,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Other,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,FireplaceQu,Fireplaces,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageTypeMeanPrice,GarageYrBlt,GrLivArea,HalfBath,HeatingQC,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,Id,KitchenAbvGr,KitchenQual,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LandSlope,LotArea,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LotDepth,LotFrontage,LotShape,LowQualFinSF,MSSubClass_120,MSSubClass_150,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,MasVnrArea,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,MiscVal,MoSold,NeighborhoodMeanPrice,OpenPorchSF,OverallCond,OverallQual,PavedDrive_N,PavedDrive_P,PavedDrive_Y,PoolArea,RoofMatl_ClyTile,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,SalePrice,ScreenPorch,Street_Grvl,Street_Pave,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
1131,974,0,0,3,1,0,0,0,0,3,2,212,0,4,1,0,0,4,762,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,0,0,0,0,0,103317,1890,974,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1132,1,3,0,0,0,1,3,10712,0,0,0,0,1,170,63,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,9,156270,28,5,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,93500,0,0,1,5,974,4,0,1991,1992,2007
1132,1178,1032,0,5,1,0,0,0,0,3,2,0,0,1,1,0,0,3,1008,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,8,205,1,3,1,2,134091,1930,2210,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1133,1,2,0,0,0,1,3,9900,0,0,0,0,1,110,90,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,128225,48,4,6,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,117500,0,0,1,8,1008,4,0,1880,1950,2007
1133,1142,878,0,3,1,0,0,0,0,3,1,584,0,6,1,0,0,4,544,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,1,0,0,0,2,8,466,2,3,2,3,202893,1995,2020,1,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1134,1,4,0,0,0,1,3,9828,0,0,0,0,1,122,80,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,186556,155,5,8,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,239500,0,0,1,8,1128,4,0,1995,1995,2009
1134,916,684,0,3,1,0,0,0,0,3,3,0,0,1,1,0,0,4,916,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,1,0,0,0,2,8,460,2,3,3,3,202893,1997,1600,1,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1135,1,3,0,1,0,0,3,8773,0,0,0,0,1,153,57,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8,192855,38,5,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,169000,0,0,1,7,916,4,100,1997,1997,2007
1135,986,0,0,2,1,0,0,0,0,3,1,0,0,1,1,0,0,3,960,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,0,0,0,0,0,1,8,180,1,3,1,3,134091,1926,986,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1136,1,3,0,0,0,1,3,6180,1,0,0,0,0,103,60,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,124834,128,5,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,102000,0,0,1,5,960,4,0,1926,1950,2007
1136,1032,220,0,3,1,0,0,0,0,3,1,280,0,4,1,0,0,3,752,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,96,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8,288,1,3,1,3,202893,1950,1252,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1137,1,3,0,0,0,1,3,9600,0,0,0,0,1,120,80,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,145847,0,5,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,119000,0,0,1,6,1032,4,0,1950,1950,2008
1137,780,240,0,2,1,0,0,0,0,3,1,0,0,1,1,0,0,3,780,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,176,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8,0,0,0,0,0,103317,1890,1020,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1138,1,3,0,0,0,1,3,6342,0,0,0,0,1,117,54,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,136793,0,8,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,94000,0,0,1,6,780,4,0,1875,1996,2010
1138,1567,0,0,2,1,0,0,0,0,3,4,1567,0,5,1,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,2,8,714,2,3,2,3,202893,1977,1567,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1139,1,4,0,0,0,1,2,9819,0,0,0,0,1,142,68,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,156270,32,5,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,196000,0,0,1,5,1567,4,264,1977,1977,2009
1139,1167,0,0,3,1,0,0,0,0,3,1,645,0,4,1,0,0,3,270,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,216,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,0,0,0,0,0,1,4,495,2,3,1,3,134091,1972,1167,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1140,1,3,0,0,0,1,3,8731,0,0,0,0,1,89,98,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,124834,0,5,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,144000,126,0,1,6,915,4,0,1920,1950,2007
1140,952,0,0,2,1,0,0,0,0,3,2,852,0,5,1,1,0,3,100,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8,840,2,3,1,3,134091,1988,952,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1141,1,3,0,0,0,1,3,7350,1,0,0,0,0,122,60,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,145847,0,7,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,139000,0,0,1,4,952,4,0,1951,1951,2008
1141,1088,780,0,4,1,0,0,0,0,3,1,381,0,5,1,1,0,3,399,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,1,0,0,0,0,2,8,484,2,3,1,3,202893,1976,1868,1,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1142,1,4,0,0,0,1,3,10304,0,1,0,0,0,142,72,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,44,0,1,0,0,0,10,189050,96,7,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,197500,0,0,1,9,780,4,448,1976,1976,2009
1142,1466,1362,0,4,1,0,0,0,0,3,4,1150,0,6,1,1,0,5,316,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,1,0,0,0,3,8,1052,3,3,2,3,254752,2006,2828,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1143,1,4,0,0,0,1,3,9965,0,0,0,0,1,129,77,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,340,0,0,0,1,0,4,197966,144,5,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,424870,0,0,1,11,1466,4,125,2006,2007,2007
1143,1006,0,0,3,1,0,0,0,0,3,1,288,0,6,1,0,0,3,718,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8,0,0,0,0,0,103317,1890,1006,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1144,1,3,0,0,0,1,3,9000,0,0,0,0,1,142,63,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,136793,24,3,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,80000,0,0,1,5,1006,4,0,1959,1959,2008
1144,672,252,0,2,0,1,0,0,0,3,1,348,0,4,1,1,0,4,324,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8,280,1,3,1,3,134091,1941,924,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1145,1,2,0,0,0,1,3,12180,0,0,0,0,1,203,60,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,128220,0,4,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,80000,0,0,1,5,672,4,0,1941,1950,2010
1145,1042,534,0,3,1,0,0,0,0,3,1,0,0,1,1,0,0,3,1042,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,1,8,225,1,3,1,3,134091,1928,1576,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1146,1,3,0,0,0,1,3,6240,0,0,0,0,1,120,52,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,124834,0,6,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,149000,0,0,1,8,1042,4,0,1928,1950,2006
1146,1298,0,0,3,1,0,0,0,0,3,1,1258,0,6,1,1,0,4,40,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,0,0,0,0,2,8,403,2,3,1,3,202893,1985,1298,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1147,1,4,0,0,0,1,3,11200,0,0,0,0,1,142,78,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85,0,1,0,0,0,5,186556,26,5,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,180000,0,0,1,5,1298,4,165,1985,1985,2006
1147,860,704,0,3,1,0,0,0,0,3,1,275,0,3,1,0,0,3,429,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,1,8,234,1,3,1,3,202893,1941,1564,1,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1148,1,2,1,0,0,0,3,12000,0,0,0,0,1,160,75,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,210625,0,7,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,174500,0,0,1,7,704,4,0,1941,1950,2009
1148,572,539,0,2,1,0,0,0,0,3,1,0,0,1,1,0,0,3,572,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,176,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,1,0,0,0,1,8,288,1,3,1,3,134091,1982,1111,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1149,1,3,0,0,0,1,3,5700,0,0,0,0,1,142,40,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,128225,0,7,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,116900,0,0,1,5,572,4,0,1926,1950,2008
1149,832,650,0,3,1,0,0,0,0,3,1,624,0,5,1,0,1,3,26,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,8,324,2,3,1,3,134091,1930,1482,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1150,1,3,0,0,0,1,3,9000,0,0,0,0,1,180,50,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,128225,0,9,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,143000,0,0,1,7,650,4,0,1920,1988,2009
1150,932,0,0,2,1,0,0,0,0,3,1,0,0,1,1,0,0,3,932,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,214,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,1,8,306,1,3,1,3,202893,1950,932,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1151,1,4,0,0,0,1,3,8280,0,0,0,0,1,145,57,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,11,145847,0,5,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,124000,0,0,1,4,932,4,0,1950,1950,2007
1151,1466,0,0,3,1,0,0,0,0,3,1,176,0,4,1,0,0,3,1290,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,1,0,0,0,0,1,8,528,2,3,3,3,202893,1959,1466,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1152,1,2,0,0,0,1,3,17755,0,0,0,0,1,132,134,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,132,0,1,0,0,0,11,128220,140,4,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,149900,100,0,1,6,1466,4,0,1959,1959,2006
1152,1811,0,0,2,1,0,0,0,0,3,1,296,547,5,6,0,0,3,230,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,280,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,1,0,0,0,1,8,470,2,3,3,3,202893,1956,1811,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1153,1,5,0,0,0,1,3,14115,0,0,0,0,1,156,90,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,210625,0,7,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,230000,0,0,1,6,1073,4,0,1956,2004,2006
1153,816,0,0,2,1,0,0,0,0,3,3,538,0,5,1,0,0,3,278,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,96,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,8,432,1,3,1,3,134091,2002,816,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1154,1,3,0,0,0,1,3,5890,1,0,0,0,0,142,41,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,100124,0,8,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,120500,0,0,1,5,816,4,0,1930,2007,2008
1154,902,918,0,4,1,0,0,0,0,3,4,454,0,5,1,0,0,3,410,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,0,1,0,0,0,0,1,8,492,2,3,1,3,202893,1965,1820,2,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1155,1,4,0,0,0,1,3,13700,0,0,0,0,1,142,96,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,288,0,0,0,1,0,5,145847,84,6,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,201800,273,0,1,8,864,4,60,1965,1988,2008
1155,1437,0,0,3,1,0,0,0,0,3,4,1157,0,5,1,1,0,4,280,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,2,8,528,2,3,2,3,202893,1976,1437,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1156,1,4,0,0,0,1,3,10768,1,0,0,0,0,119,90,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,238773,21,8,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,218000,180,0,1,6,1437,4,0,1976,2004,2007
1156,1265,0,96,3,1,0,0,0,0,3,4,633,0,5,1,0,1,3,586,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,2,8,502,2,3,2,3,202893,1965,1265,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1157,1,4,0,0,0,1,3,9350,0,0,0,0,1,110,85,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,10,145847,92,8,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,179900,0,0,1,6,1219,4,0,1965,1999,2008
1157,1314,0,0,2,0,0,0,1,0,3,1,904,0,6,1,1,0,4,410,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,1,0,0,0,2,8,626,2,3,2,3,202893,2008,1314,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1158,1,4,0,0,0,1,3,5001,0,0,0,0,1,147,34,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,166,0,0,0,1,0,7,316271,62,5,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,230000,0,0,1,6,1314,4,172,2007,2008,2009
1158,1580,0,0,3,1,0,0,0,0,3,1,0,0,1,1,0,0,4,1580,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,8,830,3,3,2,3,202893,2008,1580,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1159,1,4,0,0,0,1,3,11932,0,0,1,0,0,129,92,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,186,0,0,0,1,0,6,225380,24,5,8,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,235128,0,0,1,7,1580,4,0,2007,2008,2008
1159,943,933,0,4,1,0,0,0,0,3,1,442,0,5,1,0,0,3,459,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,2,8,540,2,3,2,4,202893,1974,1876,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1160,1,4,0,0,0,1,3,9120,0,0,0,0,1,120,76,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,270,0,1,0,0,0,7,189050,69,6,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,185000,0,0,1,8,901,4,0,1974,1974,2008
1160,855,601,0,3,0,0,0,1,0,3,1,311,0,5,1,0,0,4,544,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,2,8,440,2,3,1,3,202893,1978,1456,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1161,1,3,0,0,0,1,3,2280,0,0,0,0,1,95,24,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,142694,0,5,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,146000,0,0,1,7,855,4,26,1978,1978,2010
